Date,AT - Make,AT - Model,AT - User ID Cookie,Users
20160701,alfa romeo,giulia,id=6f0d8a40-fe9e-46df-ad64-1ef5ed2292bd,1
20160701,alfa romeo,giulia,id=6fbe4d69-dd7b-4cdf-bc24-7da7beecf2ac,1
20160701,alfa romeo,giulia,id=72339e6c-b2d7-4d65-b355-7babf0ee5195,1
20160701,alfa romeo,giulia,id=75c5199f-d866-49bc-8497-d92ce1ec265d,1
20160701,alfa romeo,giulia,id=76e7bb8c-33eb-44dd-8ea7-5653b5cb1b15,1
20160701,alfa romeo,giulia,id=7742a2dd-d267-4f7f-af56-ccd68b4c2d7f,1
20160701,alfa romeo,giulia,id=798ccbca-9e22-4881-911b-7c04c82ce416,1
20160701,alfa romeo,giulia,id=79fbea38-dbad-4730-b31e-e43b40b35446,1
20160701,alfa romeo,giulia,id=7ba59fc5-a35a-4daf-b5e4-67f3d7d20c02,1
20160701,alfa romeo,giulia,id=7d8a62d5-6090-41c2-84cd-b6a9fd7c92e5,1
20160701,alfa romeo,giulia,id=7de8324d-712d-4c4e-97a9-f403dab3afcb,1
20160701,alfa romeo,giulia,id=813bb913-d4db-4c81-b09d-d4872e7d532f,1
20160701,alfa romeo,giulia,id=8238bac9-2808-440f-bb80-645c1d68dfaf,1
20160701,alfa romeo,giulia,id=82575133-a851-4d8e-8af7-e5282280cb4d,1
20160701,alfa romeo,giulia,id=8539e0aa-0323-4bf8-875e-ca5605436772,1
20160701,alfa romeo,giulia,id=8564b80d-6a7b-4867-83f7-563173cfa8c6,1
20160701,alfa romeo,giulia,id=86a16523-565c-42ca-a722-d52528f40a1a,1
20160701,alfa romeo,giulia,id=86c385f9-dbd6-40ae-a534-daf2d85e64f2,1
20160701,alfa romeo,giulia,id=8ac23942-e89b-46e8-978e-8178ddad5bb9,1
20160701,alfa romeo,giulia,id=8c2fdb36-cf81-4048-bd11-272a590ba3cd,1
20160701,alfa romeo,giulia,id=8cb348fa-c214-4e35-b685-a6f82d205366,1
20160701,alfa romeo,giulia,id=8dccc798-e5cf-425c-8fd3-63cbe014e5a8,1
20160701,alfa romeo,giulia,id=8e42d897-9a73-49e5-ab2f-574fa67af435,1
20160701,alfa romeo,giulia,id=8e8fc286-a06d-4d43-93da-f7875cb63452,1
20160701,alfa romeo,giulia,id=901f13df-eb7a-4663-8425-4dac722d6ec4,1
20160701,alfa romeo,giulia,id=91fca51b-b3e5-4f07-8afe-3f0bfaedd3ae,1
20160701,alfa romeo,giulia,id=965db5b3-a429-4b86-8fad-28092074b993,1
20160701,alfa romeo,giulia,id=96e96eda-015e-434d-90b5-4683cbcafd2f,1
20160701,alfa romeo,giulia,id=9abfd3ac-810b-414a-8e6b-35d331089bff,1
20160701,alfa romeo,giulia,id=9b204c66-b9f5-4d20-adde-40a6b2213f0c,1
20160701,alfa romeo,giulia,id=9b842855-5591-4c04-a039-16bb3863eb43,1
20160701,alfa romeo,giulia,id=9dcd1868-9f9d-4d7a-ac42-29f234e78a0d,1
20160701,alfa romeo,giulia,id=9ed43bbd-aec1-4ff5-bf23-e9502d75d1f9,1
20160701,alfa romeo,giulia,id=9f619473-03d0-4c3f-911d-52a5f9474eb6,1
20160701,alfa romeo,giulia,id=9f649571-0dca-4c3e-9134-5075600b3751,1
20160701,alfa romeo,giulia,id=a0051dd5-c58a-4395-8e13-035ca166443d,1
20160701,alfa romeo,giulia,id=a03fbc5b-da61-4e36-a3a2-2683d742e29c,1
20160701,alfa romeo,giulia,id=a2b314d7-c2fe-4a4f-80b9-0cab60704925,1
20160701,alfa romeo,giulia,id=a5a220e4-7219-4988-81ef-aff8b130b475,1
20160701,alfa romeo,giulia,id=a9e08536-be75-4d71-88c5-7334c3068a95,1
20160701,alfa romeo,giulia,id=ae8c41f1-f4b1-47e8-86c8-bef1d6933e6e,1
20160701,alfa romeo,giulia,id=b017c441-49fb-48ce-bd68-7235dcdabc0e,1
20160701,alfa romeo,giulia,id=b173c839-d04a-4665-b5e4-df232c78dc94,1
20160701,alfa romeo,giulia,id=b26599bb-715f-41d2-bd53-10116d4f933c,1
20160701,alfa romeo,giulia,id=b2f0b2bd-df6f-425c-9130-7522dfbf81ea,1
20160701,alfa romeo,giulia,id=b397adf8-f16c-4b05-901a-0ba520b2f214,1
20160701,alfa romeo,giulia,id=b75c47a8-bd40-49f7-a287-2f750eb61dfd,1
20160701,alfa romeo,giulia,id=b8272b0a-c51f-4dcc-8b09-03c5f9b084ec,1
20160701,alfa romeo,giulia,id=b8aed7aa-c6be-4b0c-8d40-ee4b12a4886f,1
20160701,alfa romeo,giulia,id=b94e224f-c52d-4e45-835e-55af7a603192,1
20160701,alfa romeo,giulia,id=b9de3820-346e-47da-87bd-286968ec2224,1
20160701,alfa romeo,giulia,id=bc865f50-0e7e-4a78-b037-8bd84205c920,1
20160701,alfa romeo,giulia,id=bea1d6bb-98e3-4bda-acb4-03cca77aa959,1
20160701,alfa romeo,giulia,id=c176e88f-1270-4420-8287-26388beedb48,1
20160701,alfa romeo,giulia,id=c2f184c8-58e3-4073-8186-38998b835a40,1
20160701,alfa romeo,giulia,id=c431d49b-e2a3-4ff5-bd8a-c08a04e6e52c,1
20160701,alfa romeo,giulia,id=c51618e0-5037-46ec-b26f-607f1824035a,1
20160701,alfa romeo,giulia,id=c685b75c-8979-4c58-8032-c4293ed10995,1
20160701,alfa romeo,giulia,id=cd033f76-4da3-4d03-a2ae-0c9e1d7ea184,1
20160701,alfa romeo,giulia,id=cfff8422-d53c-4feb-a897-98752bd8d011,1
20160701,alfa romeo,giulia,id=d1eafd46-51a3-4473-bc93-89e3ed58ad96,1
20160701,alfa romeo,giulia,id=d36d4286-d26a-4654-bb19-ded4c5a1bdf2,1
20160701,alfa romeo,giulia,id=d635f6dc-8ad5-49d7-8787-1ccdce97fd2e,1
20160701,alfa romeo,giulia,id=d8e43b96-9ee9-4967-aa6f-d8ad3162bbed,1
20160701,alfa romeo,giulia,id=da8a31d2-eadd-430c-9688-47f369556bca,1
20160701,alfa romeo,giulia,id=dc09d90d-2691-4e19-894c-c24a31f94a8b,1
20160701,alfa romeo,giulia,id=dc2bfe22-8349-46f0-bbd3-4b0d1c56f301,1
20160701,alfa romeo,giulia,id=df6a0894-849a-48ca-8eaa-50b466fae93a,1
20160701,alfa romeo,giulia,id=dfc69315-2154-4354-9fd2-b15c0b9dc615,1
20160701,alfa romeo,giulia,id=e029fff1-a1fe-4351-8a45-f7b8b88b5064,1
20160701,alfa romeo,giulia,id=e0401d41-538e-43cf-a22b-46b6b29e1b75,1
20160701,alfa romeo,giulia,id=e0b5ff2e-8f67-4881-a907-256fd9fd28d0,1
20160701,alfa romeo,giulia,id=e0f278b0-90bc-4bf0-bd05-1008994a07ac,1
20160701,alfa romeo,giulia,id=e10231da-7d47-449d-8e5a-2f4e1cc8bed1,1
20160701,alfa romeo,giulia,id=e25393f8-c188-462c-9d4c-d24d98af7550,1
20160701,alfa romeo,giulia,id=e56052d9-f92d-45c0-ad16-5f738d7874f6,1
20160701,alfa romeo,giulia,id=e653f67a-bcf1-4240-983f-dd1afed2ef2b,1
20160701,alfa romeo,giulia,id=ed7a1808-ea0e-45cf-b7b5-1c2d21407339,1
20160701,alfa romeo,giulia,id=ef1760a9-110b-4ffc-bd34-bd37a9003028,1
20160701,alfa romeo,giulia,id=ef20dae3-a07c-4ac9-9c91-1701a641f385,1
20160701,alfa romeo,giulia,id=f038d519-ef30-4478-8160-c146f8bd34c7,1
20160701,alfa romeo,giulia,id=f2de6a80-9253-4a7f-b972-182e1480d90f,1
20160701,alfa romeo,giulia,id=f405db3f-2ab9-40c8-b415-96ca87428d56,1
20160701,alfa romeo,giulia,id=f569783e-8885-4c46-ab14-8823ef0b6470,1
20160701,alfa romeo,giulia,id=f6f17781-3056-4780-8986-302c6dda606d,1
20160701,alfa romeo,giulia,id=f731341c-8270-4d40-bf2b-8dd9003791e3,1
20160701,alfa romeo,giulia,id=f80b0f5f-6b2e-48e1-8fec-ee87fcbbe1ad,1
20160701,alfa romeo,giulia,id=f8e4dde8-ce52-42ec-bb17-c2a16f279a86,1
20160701,alfa romeo,giulia,id=fa05ea71-9ca0-4702-bf68-440a0ac37af7,1
20160701,alfa romeo,giulia,id=fa61da86-e012-45ef-9e1b-b3bf5452967f,1
20160701,alfa romeo,giulia,id=fa99ca4d-a93b-4715-8bcf-7d541236a224,1
20160701,alfa romeo,giulia,id=facf22ed-7499-4faa-a009-8693c7f226e4,1
20160701,alfa romeo,giulia,id=fdad288b-81c9-4b5b-96a7-cc6914bee4c4,1
20160701,alfa romeo,giulia,id=ff61d12f-cdd3-4767-95a0-5ccdb5fe3d1c,1
20160701,alfa romeo,giulietta,id=04da24d7-7a0c-4713-b979-4425c0e55a68,1
20160701,alfa romeo,giulietta,id=05683559-8a92-4864-986a-38e4d6d1652a,1
20160701,alfa romeo,giulietta,id=0c33b11d-44a9-4195-953f-5211c68ed973,1
20160701,alfa romeo,giulietta,id=1126617569502.716111.912,1
20160701,alfa romeo,giulietta,id=1376511713843.12822.900,1
20160701,alfa romeo,giulietta,id=140bd7e9-863c-433c-b955-49475d4650e1,1
20160701,alfa romeo,giulietta,id=1459083599774.78343.900,1
20160701,alfa romeo,giulietta,id=158e3dd1-eb02-4f0c-b968-859f308bca30,1
20160701,alfa romeo,giulietta,id=16673740-ab21-4c1b-8262-60363e1feafb,1
20160701,alfa romeo,giulietta,id=17ee8475-f35a-43c9-80bd-5f0478da0913,1
20160701,alfa romeo,giulietta,id=1c8f930f-d07f-4aaa-b91c-6971932d74de,1
20160701,alfa romeo,giulietta,id=1fd3f668-ea53-4c5b-a27f-34ec59f76182,1
20160701,alfa romeo,giulietta,id=368805e8-a7bb-462d-b511-926a750c4981,1
20160701,alfa romeo,giulietta,id=3e316dbb-582d-48eb-86ac-f525dcd98ed1,1
20160701,alfa romeo,giulietta,id=3ece82d7-43da-4895-b164-3487e2ce725d,1
20160701,alfa romeo,giulietta,id=3f96bb8f-5191-4dba-ad96-9919a23cc2df,1
20160701,alfa romeo,giulietta,id=460d7c60-e0e0-44f7-82d4-8a53b0e369cb,1
20160701,alfa romeo,giulietta,id=46df323c-b31d-477b-b024-1d612cf4d9f0,1
20160701,alfa romeo,giulietta,id=4a5f0c36-d820-45a7-9e3c-7533a13a7d0a,1
20160701,alfa romeo,giulietta,id=5f1b79a8-8a08-45ca-be2a-a79785ceb390,1
20160701,alfa romeo,giulietta,id=6478b860-6c67-40b1-8262-8eade2bbfa7b,1
20160701,alfa romeo,giulietta,id=68efcf03-0b84-4e08-a3ab-6c9177c4efca,1
20160701,alfa romeo,giulietta,id=6bd5bf1a-cd18-49a9-af7f-2c62bbe6f7aa,1
20160701,alfa romeo,giulietta,id=6e45b54f-ee1c-4e5e-9bad-cc7f3a406b05,1
20160701,alfa romeo,giulietta,id=8335f655-46df-4834-bd09-7914e3907092,1
20160701,alfa romeo,giulietta,id=88d9faeb-e2d6-4d65-9812-e401f32f8f64,1
20160701,alfa romeo,giulietta,id=9165fc1a-c9d6-469f-901f-e0f484d310a6,1
20160701,alfa romeo,giulietta,id=9fa74141-2d5f-4719-a1bb-e0c065d480bb,1
20160701,alfa romeo,giulietta,id=a17ed3eb-f975-40af-a404-6aeddfdb02a1,1
20160701,alfa romeo,giulietta,id=b256cb03-f197-4f55-8f82-0cf17f635a89,1
20160701,alfa romeo,giulietta,id=ba98a55c-1b0c-44eb-a6f4-bbef8237f323,1
20160701,alfa romeo,giulietta,id=c93609f2-9f8f-4fd4-8b24-2470fd2ba66a,1
20160701,alfa romeo,giulietta,id=cf571ce5-4e41-4977-9593-e6e41b7d2b69,1
20160701,alfa romeo,giulietta,id=e653f67a-bcf1-4240-983f-dd1afed2ef2b,1
20160701,alfa romeo,giulietta,id=f250dec5-bebe-4932-9d6e-804dda6da281,1
20160701,alfa romeo,giulietta,id=f41ee185-0cbc-4179-96e9-d10b41916195,1
20160701,alfa romeo,giulietta,id=f49c8431-ce28-46fa-956d-10698cbc7619,1
20160701,alfa romeo,giulietta,id=f92e6298-3362-4ec9-8f1a-6383c60e3e87,1
20160701,alfa romeo,giulietta,id=f982ce64-8aad-467b-bdb1-2d391a36986e,1
20160701,alfa romeo,giulietta,id=fb81a30e-b483-45b1-ae61-aa5609a12775,1
20160701,alfa romeo,gt,id=03a53291-add8-4796-90c8-53828ecd64ef,1
20160701,alfa romeo,gt,id=1283cec2-7a58-47d3-b4b5-1edf977e0fbb,1
20160701,alfa romeo,gt,id=1451342708993.698628.900,1
20160701,alfa romeo,gt,id=1a6b8875-b768-40e7-a3f7-bceae8b7ad15,1
20160701,alfa romeo,gt,id=421eaead-9a96-4e77-bcde-08adb5f2db60,1
20160701,alfa romeo,gt,id=533d01c1-4e4e-41c1-a041-60483273307b,1
20160701,alfa romeo,gt,id=5e9d2ab5-8e62-421f-b16d-d40a8ba0eb6a,1
20160701,alfa romeo,gt,id=60bd4dbc-4087-45ad-8c20-911926b5698f,1
20160701,alfa romeo,gt,id=64612cb7-a346-485e-8b4e-82ecf46518c2,1
20160701,alfa romeo,gt,id=884ecc28-8edc-426b-9126-f07789673ff6,1
20160701,alfa romeo,gt,id=8e9fa85d-8d26-49d2-a135-9b99362b9063,1
20160701,alfa romeo,gt,id=9eb3fe70-c8e6-4dee-94bc-4d4bbb5750ab,1
20160701,alfa romeo,gt,id=a23d7c12-a1c6-46e9-81ba-2fcaca4a5693,1
20160701,alfa romeo,gt,id=bf7ed711-3aac-4ac4-8bf5-f0a82b297c5f,1
20160701,alfa romeo,mito,id=118d0829-2402-48ae-ba97-9b01c6e4141e,1
20160701,alfa romeo,mito,id=1414770254398.284320.900,1
20160701,alfa romeo,mito,id=1420474558172.909692.900,1
20160701,alfa romeo,mito,id=1420916291873.581296.900,1
20160701,alfa romeo,mito,id=2f10ed61-064c-4319-af98-1559bb2961cf,1
20160701,alfa romeo,mito,id=41636a93-550f-427a-8961-f625dee58eb1,1
20160701,alfa romeo,mito,id=46df323c-b31d-477b-b024-1d612cf4d9f0,1
20160701,alfa romeo,mito,id=4a9898c3-cf38-4a3c-9e58-3940e46c28f2,1
20160701,alfa romeo,mito,id=4f231a52-f56d-408d-90df-9f76554b2faf,1
20160701,alfa romeo,mito,id=4f4df3ec-fcd1-4117-b09f-bcc963f4c8c6,1
20160701,alfa romeo,mito,id=4f51e2d5-4f5d-44dc-9c1e-dbb5d153c2b4,1
20160701,alfa romeo,mito,id=77b07f15-880c-4cca-bbe3-1289f3e4bbd7,1
20160701,alfa romeo,mito,id=7df85900-f068-41e7-a56e-06ff845c777e,1
20160701,alfa romeo,mito,id=834c101b-2805-41d3-9aaf-a4ea3d5f9188,1
20160701,alfa romeo,mito,id=8a92c87a-411d-4b54-8233-afaaf3ba7c53,1
20160701,alfa romeo,mito,id=bc50c496-e8d9-4869-8f06-c798e8445d7c,1
20160701,alfa romeo,mito,id=bcdc1bdc-1d1a-4664-81db-0b5e7f4d5694,1
20160701,alfa romeo,mito,id=c228eb67-500f-4232-ac16-c388fb51c8f1,1
20160701,alfa romeo,mito,id=c310117e-7186-454a-86b0-051db399f1b6,1
20160701,alfa romeo,mito,id=c8d2127e-5318-4d74-bdf1-83fa9426ba42,1
20160701,alfa romeo,mito,id=d0c52316-af30-44cd-b95b-fff90a7d11bb,1
20160701,alfa romeo,mito,id=d429ee13-8de3-427c-94f8-92ad9f679425,1
20160701,alfa romeo,mito,id=d8d881d8-cf8f-488a-ad0d-734a392a8956,1
20160701,alfa romeo,mito,id=d930f438-b094-42cd-9750-7c04f3797e72,1
20160701,alfa romeo,mito,id=e38eba4c-5926-4a2e-8903-882a651a72e1,1
20160701,alfa romeo,mito,id=eec6e271-5345-48c5-b76e-e21617d8d0e8,1
20160701,alfa romeo,mito,id=f49c8431-ce28-46fa-956d-10698cbc7619,1
20160701,alfa romeo,mito,id=f57e0a53-922a-4032-bc3d-5e8d5aebfbb9,1
20160701,alfa romeo,spider,id=124efc9c-4ea2-4639-bd8e-ea85a91f6918,1
20160701,alfa romeo,spider,id=1421065689395.477460.900,1
20160701,alfa romeo,spider,id=1451342708993.698628.900,1
20160701,alfa romeo,spider,id=1bd172bf-c206-49ed-870d-468200c8e918,1
20160701,alfa romeo,spider,id=3129136a-7bf4-4f4a-90d3-17866751b271,1
20160701,alfa romeo,spider,id=47725289-eb72-413b-bfe2-df72faf4c968,1
20160701,alfa romeo,spider,id=6a641aeb-8c31-4fbe-92f0-72f0bcdbf45e,1
20160701,alfa romeo,spider,id=a66163f5-b220-40da-880e-c6c5f705fd45,1
20160701,alfa romeo,spider,id=c1c7f296-4f27-41da-9889-bf20e0f3133a,1
20160701,alfa romeo,spider,id=c6e6e0e6-7d26-45de-b523-adfbb47b4c53,1
20160701,alfa romeo,spider,id=d24fa7a8-ebd8-4a05-a2e7-6803ec53fbbc,1
20160701,alpina,d3,id=98451f05-4224-4286-9c05-8c67f2c7ef5a,1
20160701,alpina,d3,id=a5b871a0-03d7-4290-af9a-6fd70924bb26,1
20160701,alpina,d3,id=d1ec98dd-41b1-4d8f-8472-60ef4834b0b2,1
20160701,aston martin,db9,id=0584350c-fabd-4fc7-a018-6bdf0620675c,1
20160701,aston martin,db9,id=1b00343b-0f4a-4d14-a3af-b252a26029b7,1
20160701,aston martin,db9,id=1cb6a0ba-94f1-4f54-b52b-65cb1385e8e0,1
20160701,aston martin,db9,id=9d683e63-93d0-4083-8f7d-f08dce6e504d,1
20160701,aston martin,db9,id=a8d85d18-c2d1-4a14-bc38-694adc04f0b9,1
20160701,aston martin,rapide,id=343c8665-fc4d-43ff-9338-d700cd8a73e8,1
20160701,aston martin,rapide,id=3bf87e6c-d274-4a7a-b5fa-81f1cca46a2b,1
20160701,aston martin,rapide,id=4b38d7c5-b9d6-43a5-b2f2-9f3d75114612,1
20160701,aston martin,vantage,id=1ff330e8-f5a7-464b-aaf3-31068cff2df3,1
20160701,aston martin,vantage,id=322b5b2e-a3ad-4aef-98b3-9f148245d83e,1
20160701,aston martin,vantage,id=3237fa8b-ccb5-4218-866e-681cf9712620,1
20160701,aston martin,vantage,id=478b4ac5-5977-44c2-847f-4b5e7a7ae8a3,1
20160701,aston martin,vantage,id=49f5807e-be64-4772-a11b-5553b35bdf03,1
20160701,aston martin,vantage,id=725b6634-63a7-433b-b080-06a4a1d94406,1
20160701,aston martin,vantage,id=cdd342c8-a5bb-4a92-a810-1a83263d0c2d,1
20160701,aston martin,vantage,id=d20f082a-0777-4d70-a0fc-152d5a6fe4ac,1
20160701,aston martin,vantage,id=d78713e6-ba1d-46dd-9517-4fe308aec98c,1
20160701,audi,a1,id=052f5221-6212-4138-bda1-2bfdcd7f1fa4,1
20160701,audi,a1,id=0b952c75-0c78-4799-b51a-aab2fdea5b91,1
20160701,audi,a1,id=1207126632106.183956.331,1
20160701,audi,a1,id=1310e200-e3aa-4239-af7c-a73e86716bbf,1
20160701,audi,a1,id=1367872211228.698639.900,1
20160701,audi,a1,id=14d6bd31-edfa-46a1-a238-1de087d668ce,1
20160701,audi,a1,id=15023215-8562-4358-9ffc-cd6369304230,1
20160701,audi,a1,id=1c8f930f-d07f-4aaa-b91c-6971932d74de,1
20160701,audi,a1,id=1eda4e42-42a1-4cd7-9845-5f599edf9583,1
20160701,audi,a1,id=386b39ee-852e-48ac-b46a-cf6cc601ffd7,1
20160701,audi,a1,id=3b3e4e1d-d1f2-4d4b-b656-769ddc8cb2eb,1
20160701,audi,a1,id=511ab2aa-ed96-4905-b9b0-c3205ad712d5,1
20160701,audi,a1,id=5b42554d-4340-4156-84dc-bc323ddd24a8,1
20160701,audi,a1,id=611ed31d-f909-4a46-8337-090b3622514d,1
20160701,audi,a1,id=674d1579-a509-4d19-9a99-0ca5a4c811cb,1
20160701,audi,a1,id=7a1374d9-a6b7-42fa-a562-86a581b5839d,1
20160701,audi,a1,id=7ad8bf89-03f0-4f16-b358-252428164251,1
20160701,audi,a1,id=7ba19d4f-fc51-4c67-8ea0-f0dbaaa01f03,1
20160701,audi,a1,id=8149a86b-6693-4c5f-bb36-0c35208407d4,1
20160701,audi,a1,id=851c09ab-e0f4-491b-9acb-6a20ad7e166d,1
20160701,audi,a1,id=857484f2-e8a9-4e78-ba45-cb461bcbcdb2,1
20160701,audi,a1,id=8a802a80-4b0b-496c-902c-f3d093d938ec,1
20160701,audi,a1,id=92f7371b-735e-448a-b48a-1320124549cb,1
20160701,audi,a1,id=9b7b67fb-b519-42b4-b5cc-6debc533cfbc,1
20160701,audi,a1,id=a2f22379-0873-4248-99d9-ec641440c5aa,1
20160701,audi,a1,id=a4f93c54-0ad7-4a6a-8bd9-c2e23e4d878f,1
20160701,audi,a1,id=a58e4a3d-3f8c-4471-8957-c748618f3e92,1
20160701,audi,a1,id=bff9f132-b238-4353-8666-ce6e3a692c43,1
20160701,audi,a1,id=c4efd7b2-5c3d-4611-8ee0-e9a4b6bc3315,1
20160701,audi,a1,id=c70c8521-cecb-4c15-8d95-88ecef04e791,1
20160701,audi,a1,id=ccb19970-0f91-474b-934c-b1ad9e4410cc,1
20160701,audi,a1,id=cd9bf0f7-248f-4c01-b959-c36b95bd492e,1
20160701,audi,a1,id=ea1e0796-1f91-48b0-9056-7cb7621dfec7,1
20160701,audi,a1,id=effa1be6-f329-4e93-8ee6-e26b918f30b9,1
20160701,audi,a1,id=f440b913-396d-47ae-a95e-5c5e022168da,1
20160701,audi,a3,id=030dd350-36ff-45e1-8747-58fee3a5c720,1
20160701,audi,a3,id=059be00e-1147-4432-aa8c-0d0ec19fa488,1
20160701,audi,a3,id=073bc102-e5e8-440e-9724-92b67d3de5d5,1
20160701,audi,a3,id=0744c3d5-d174-47e3-9fec-d0918f38cefb,1
20160701,audi,a3,id=077211d3-ae69-4674-b567-eebead8aefc5,1
20160701,audi,a3,id=08210f2e-e778-4651-9214-d854501ca3ba,1
20160701,audi,a3,id=0a2dc09b-e045-450f-8679-9252a1c7d289,1
20160701,audi,a3,id=0e6f7d9f-d36a-4d3e-8c2a-e17152bfa186,1
20160701,audi,a3,id=1054659919492.625082.999,1
20160701,audi,a3,id=1095793193272.718499.999,1
20160701,audi,a3,id=1289420339592.826880.998,1
20160701,audi,a3,id=1320170313854.89083.900,1
20160701,audi,a3,id=1361956573865.39381.900,1
20160701,audi,a3,id=1370106966674.623236.900,1
20160701,audi,a3,id=1374108612760.252844.900,1
20160701,audi,a3,id=1376858702039.802551.900,1
20160701,audi,a3,id=1415917675237.759933.900,1
20160701,audi,a3,id=1423311737817.211951.900,1
20160701,audi,a3,id=1426021505219.575128.900,1
20160701,audi,a3,id=157ce725-ec4d-48d0-a5eb-9484035a34f4,1
20160701,audi,a3,id=15e4e052-654c-4760-a6ff-ebd570cb9fef,1
20160701,audi,a3,id=189b7cc3-e593-4848-b243-ae56dd585730,1
20160701,audi,a3,id=199a3fcd-cadf-489f-b29c-ef2d9363d7b7,1
20160701,audi,a3,id=1b60250a-48bb-4f91-90c7-c2c19e6ea484,1
20160701,audi,a3,id=1ce3d5c2-26a6-41f6-8bdb-39d7e4ea4684,1
20160701,audi,a3,id=1f9bc8a4-f1a3-4a16-abbb-983973a44f51,1
20160701,audi,a3,id=1fe69203-f940-4157-a6f3-f5201333e129,1
20160701,audi,a3,id=20c0d4f2-7e34-4b17-9e71-ef31a11cf7c5,1
20160701,audi,a3,id=22aa84c8-1daf-488a-a4db-83f4b05e8d98,1
20160701,audi,a3,id=2502e791-a7b5-43d5-9b24-cdedd31589b4,1
20160701,audi,a3,id=266227d0-b7ed-453f-af8a-4689b816a089,1
20160701,audi,a3,id=26a232cd-b6c9-4efe-aec1-36b45b1ec050,1
20160701,audi,a3,id=292f2e04-450d-490f-8578-431ec80c0cba,1
20160701,audi,a3,id=29a08fd8-76f3-43e0-9e7e-2b9997bb87a5,1
20160701,audi,a3,id=2a9bd798-3e28-41e7-81df-fce19dd159b4,1
20160701,audi,a3,id=2bf2f673-1529-496d-9883-7dd899d4092d,1
20160701,audi,a3,id=2c6fb0cd-2903-4cb9-9453-d54f33c50b5a,1
20160701,audi,a3,id=2f985dff-fb8b-43ad-8c6a-175466bfe86a,1
20160701,audi,a3,id=2fd12cc7-dc0b-4c5e-b43d-d93d5dc86d23,1
20160701,audi,a3,id=306d0f1c-bcf8-4e59-b3fb-63578fbf9fdd,1
20160701,audi,a3,id=3322199e-be91-46ab-84c8-4af627964b5e,1
20160701,audi,a3,id=351f70c1-605e-4bfa-934d-751147f5a5ed,1
20160701,audi,a3,id=368805e8-a7bb-462d-b511-926a750c4981,1
20160701,audi,a3,id=3713f676-d48c-4476-8b32-14f68411d1a0,1
20160701,audi,a3,id=39521d9d-4231-40bb-9ec6-04860424c1c9,1
20160701,audi,a3,id=3960b558-010e-4da5-b490-d5a3133c813c,1
20160701,audi,a3,id=39f50bef-5cae-4fac-beba-dd364a0969dd,1
20160701,audi,a3,id=3a0d2144-ad6a-422c-b6a1-e34fb83656bb,1
20160701,audi,a3,id=3ac68a86-6587-438a-a76b-1c7ada55fdb7,1
20160701,audi,a3,id=3bc5fecc-2f0d-44a0-8a4e-ccd3725f3199,1
20160701,audi,a3,id=3cd2f5ed-17dd-4cf1-807a-c56cf6ecf89b,1
20160701,audi,a3,id=3fd4eb57-e572-4018-817a-a29702e57f46,1
20160701,audi,a3,id=40fd5193-fc30-4d0a-9355-719cd77604af,1
20160701,audi,a3,id=41048a87-4c07-4bf1-a3bb-b291d7ace309,1
20160701,audi,a3,id=4211583e-0843-4142-8bb5-81b28727d445,1
20160701,audi,a3,id=42890638-f1c7-42d4-8947-cf8c0081958b,1
20160701,audi,a3,id=42cc919d-c402-46ef-bee7-b4ea3f1ad838,1
20160701,audi,a3,id=4380ee05-7f03-44eb-b212-0f2eb14ea014,1
20160701,audi,a3,id=43bdfb76-9422-4a39-ab21-2dcb29000bef,1
20160701,audi,a3,id=44a72e4e-e293-483c-bbef-7ca99a202ed4,1
20160701,audi,a3,id=467b5473-a6f6-48c3-8374-6beacd474ea3,1
20160701,audi,a3,id=474e8c59-14d0-4c88-a839-b225d738073a,1
20160701,audi,a3,id=48629ed6-7bca-4053-a951-f86c76238e56,1
20160701,audi,a3,id=49aa7324-c6bc-4c41-a07a-326eb32faa91,1
20160701,audi,a3,id=4a3a18eb-feff-4256-bccb-81cc0e155565,1
20160701,audi,a3,id=4a4b2146-799a-4769-8a58-a4d3539954da,1
20160701,audi,a3,id=4c2fd6fa-3ae8-42df-86c3-74fbc3b4282d,1
20160701,audi,a3,id=4c80dc39-1098-420e-af99-9b728cd62fe1,1
20160701,audi,a3,id=4cdd34dc-6a22-43a7-843f-9f292384c48f,1
20160701,audi,a3,id=4d6297f7-7aa1-45e6-b3e6-1084034b4c12,1
20160701,audi,a3,id=4ee83c54-3eec-4665-8312-02883d797ce7,1
20160701,audi,a3,id=52654f52-7a4f-4172-826c-e3115467fc6d,1
20160701,audi,a3,id=53d0e920-166a-44c1-bb87-88497a3a5fd9,1
20160701,audi,a3,id=54f331c9-7502-42f2-93b2-acc81806de14,1
20160701,audi,a3,id=5825ee4d-3f6a-4a2d-b134-0ff1ead93e03,1
20160701,audi,a3,id=58eada9b-c76c-41d0-9db4-b529714c234c,1
20160701,audi,a3,id=5b1535c4-8783-456b-aa1e-39f479cbe9c5,1
20160701,audi,a3,id=5b2b5f67-3beb-4045-ba10-4cf974acb495,1
20160701,audi,a3,id=5ccde08e-0054-4638-8394-e9859d7069d6,1
20160701,audi,a3,id=5e04ae65-3ca7-4106-94fa-47478f0fcfc1,1
20160701,audi,a3,id=5ec88fac-9465-403c-812b-1ba939633497,1
20160701,audi,a3,id=60110c0a-2fd0-4a06-8945-d7e529bc9d98,1
20160701,audi,a3,id=6144d129-4b3a-4be0-9d5b-715e5411f5a4,1
