"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"975","RT @georgyella24: #summer #nature #lupine #flower #fields #vibrant #colours and a #perfectadventure #Iceland #travel #roadtrip #love https:…",FALSE,0,NA,2016-09-01 21:53:53,FALSE,NA,"771466132989603840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andreasleu1",39,TRUE,FALSE,NA,NA
"976","New car tomorrow - very excited :-)",FALSE,1,NA,2016-09-01 21:52:45,FALSE,NA,"771465846178873344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mrbusdriver82",0,FALSE,FALSE,NA,NA
"977","Need more craic!!! One more hit!? #craic #wearecamp #roadtrip #dontwannagohome https://t.co/Iz3qzth0ED",FALSE,0,NA,2016-09-01 21:50:51,FALSE,NA,"771465369794084864",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","skilldyl",0,FALSE,FALSE,NA,NA
"978","Want a new car haha",FALSE,0,NA,2016-09-01 21:50:42,FALSE,NA,"771465331948785665",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tomm_Read",0,FALSE,FALSE,NA,NA
"979","@PRO_WIDOW it's a new car from a very exclusive company. Not insanely expensive, just choosy about who they sell to.",FALSE,0,"PRO_WIDOW",2016-09-01 21:49:25,FALSE,"771464216842756096","771465005854253056","52790155","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","AdamLloyd87",0,FALSE,FALSE,"-0.8452625","51.414025"
"980","OFFERS WANTED - LE11RNA #MINI COOPER D 85000 Miles #carsforsale #cars

VIEW - https://t.co/IxcBgXWFdR #cars #carsf… https://t.co/Y7nKbBFBVi",FALSE,0,NA,2016-09-01 21:47:29,FALSE,NA,"771464522175541248",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","dealerbid",0,FALSE,FALSE,NA,NA
"981","LE11RNA #MINI COOPER D 85000 Miles #carsforsale #cars

Full Details - https://t.co/EiY7EwNPje https://t.co/Nu5CovXUTL",FALSE,0,NA,2016-09-01 21:46:04,FALSE,NA,"771464165038915584",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","NicolaGear",0,FALSE,FALSE,NA,NA
"982","Far too excited to pick my new car up tomorrow<ed><U+00A0><U+00BD><ed><U+00BA><U+0097>",FALSE,4,NA,2016-09-01 21:45:59,FALSE,NA,"771464143769571328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessybrookesxo",0,FALSE,FALSE,NA,NA
"983","I liked a @YouTube video from @woodysgamertag https://t.co/QhYt9nBeta Check out Hope's New Car!!!",FALSE,0,NA,2016-09-01 21:45:18,FALSE,NA,"771463971689918465",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","kagealex9",0,FALSE,FALSE,NA,NA
"984","RT @SouthendAudi: Thank you to all the @SouthendAudi customers who collected their new ""66"" plate today. Please tweet us a photo of you enj…",FALSE,0,NA,2016-09-01 21:43:53,FALSE,NA,"771463615887056897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RJCoolDerbs",2,TRUE,FALSE,NA,NA
"985","RT @SouthendAudi: Thank you to all the @SouthendAudi customers who collected their new ""66"" plate today. Please tweet us a photo of you enj…",FALSE,0,NA,2016-09-01 21:41:19,FALSE,NA,"771462967275782145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","matty_lec",2,TRUE,FALSE,NA,NA
"986","Big thanks to @stokeaudi for the amazing service with my new car today. 2nd car from them&amp;can't rate highly enough.Special thanks to Emily",FALSE,0,NA,2016-09-01 21:39:58,FALSE,NA,"771462627084165120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StephenJRennie",0,FALSE,FALSE,NA,NA
"987","RT @_Lucky_13_LTI: Today's work <ed><U+00A0><U+00BD><ed><U+00BA><U+0097> #cars #restoration #automotive #grimsby #lincolnshire #painting https://t.co/UfPoCP78Zg",FALSE,0,NA,2016-09-01 21:36:55,FALSE,NA,"771461863473307650",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","__rachelmarie_",3,TRUE,FALSE,NA,NA
"988","RT @BecomeADI: Morning-after Exeter drink driver banned for crash as he sped to buy toilet roll - Exeter Expr... https://t.co/ENUjf812jV #d…",FALSE,0,NA,2016-09-01 21:36:46,FALSE,NA,"771461824847970305",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","blueinstructor",2,TRUE,FALSE,NA,NA
"989","OMG <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BD><ed><U+00B8><U+00AB> accidentally <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> your vid @xoShaaan <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> oops!!!! quickly changed it to a <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> and now I can sleep. holiday &amp; new car day tmro <U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F>",FALSE,0,NA,2016-09-01 21:35:42,FALSE,NA,"771461556148240384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nic238",0,FALSE,FALSE,NA,NA
"990","RT @PagesofTools: Polishing Buffing Set&gt;https://t.co/IXUpqzbOb0 #cars #boats #trains #Aircraft #Atsocialmedia #FlockBN #SNRTG #Ukbiz https:…",FALSE,0,NA,2016-09-01 21:34:11,FALSE,NA,"771461173480976385",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BelindasHandbag",10,TRUE,FALSE,NA,NA
"991","RT @UKClassicCars: eBay: FORD P100 1.8 TURBO DIESEL 1991 WITH… https://t.co/BhJ05PPgHv #classiccars #cars https://t.co/HJnS4R8pXQ https://t…",FALSE,0,NA,2016-09-01 21:32:20,FALSE,NA,"771460709737791489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AutoMessiah",2,TRUE,FALSE,NA,NA
"992","Want a new car asap",FALSE,1,NA,2016-09-01 21:32:10,FALSE,NA,"771460664330158080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LiamPhillips97",0,FALSE,FALSE,NA,NA
"993","Actually considering not buying a new car this year and buying a house/flat to let, get Danny D on property ladder",FALSE,8,NA,2016-09-01 21:31:38,FALSE,NA,"771460531018461184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DannyDvelys",0,FALSE,FALSE,NA,NA
"994","RT @Kyle_Fortune: Night drive in the #Porsche #Cayman #gt4. Sensational thing. #car #cars #sportscar #sports… https://t.co/duu8WWE0G2 https…",FALSE,0,NA,2016-09-01 21:31:30,FALSE,NA,"771460500399988738",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","_car_enthusiast",2,TRUE,FALSE,NA,NA
"995","RT @Kyle_Fortune: Night drive in the #Porsche #Cayman #gt4. Sensational thing. #car #cars #sportscar #sports… https://t.co/duu8WWE0G2 https…",FALSE,0,NA,2016-09-01 21:31:30,FALSE,NA,"771460500349747200",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Shane_O_D",2,TRUE,FALSE,NA,NA
"996","What would your daily Beast be? <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> mikekuhnracing #drivingheaven #bmw #m3 #supercar #car #beast… https://t.co/hIM5JdF8AA",FALSE,0,NA,2016-09-01 21:31:17,FALSE,NA,"771460441834975232",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Driving_Heaven",0,FALSE,FALSE,NA,NA
"997","Matts new car is literally the sickest thing ever <ed><U+00A0><U+00BD><ed><U+00B8><U+009D>",FALSE,1,NA,2016-09-01 21:30:46,FALSE,NA,"771460312319004676",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chanbarnesX",0,FALSE,FALSE,NA,NA
"998","RT @raconteur: Connected #cars: top 5 #innovations https://t.co/99tb4EqEwB https://t.co/unvjjcZgJf",FALSE,0,NA,2016-09-01 21:30:39,FALSE,NA,"771460284267495424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sensifyspain",1,TRUE,FALSE,NA,NA
"999","An old fashioned petrol station. Paragon Garage, New Mills https://t.co/kkaq5xIzop #Derbyshire #NewMills #motoring https://t.co/jm8GGAsxg4",FALSE,1,NA,2016-09-01 21:30:17,FALSE,NA,"771460192747728896",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","Tunnelbreeze",2,FALSE,FALSE,NA,NA
"1000","#car #safety Toyota recalls 337,000 RAV4s and HS250h models for tie rod failure https://t.co/i3RTxIHgrG",FALSE,0,NA,2016-09-01 21:28:24,FALSE,NA,"771459717960912898",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","MotorInfoNews",0,FALSE,FALSE,NA,NA
"1001","@DaveLaFaro @jamesvmcmorrow and so It shall be. Haha. Plus also, three hour #roadtrip to #ElectricPicnic #EP2016 How are ya buddy?",FALSE,2,"DaveLaFaro",2016-09-01 21:27:28,FALSE,"771444635436720129","771459483088384004","164452429","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_PatchAdams",0,FALSE,FALSE,NA,NA
"1002","#Motor Cars Directory on finding #cardealers, #motoring news, #usedcars #cars https://t.co/ARjFx2xFTB https://t.co/HQWKwyzwGr",FALSE,1,NA,2016-09-01 21:26:39,FALSE,NA,"771459278955802624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MotorCarsUK",0,FALSE,FALSE,NA,NA
"1003","Night drive in the #Porsche #Cayman #gt4. Sensational thing. #car #cars #sportscar #sports… https://t.co/duu8WWE0G2 https://t.co/2FezSCAYIg",FALSE,2,NA,2016-09-01 21:24:25,FALSE,NA,"771458715274899456",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Kyle_Fortune",2,FALSE,FALSE,NA,NA
"1004","OFFERS WANTED - BU06YYG #VAUXHALL ASTRA DESIGN CDTI A 97000 Miles #carsforsale #cars

VIEW - … https://t.co/HVPGQevf3b",FALSE,0,NA,2016-09-01 21:22:10,FALSE,NA,"771458147991031812",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","dealerbid",0,FALSE,FALSE,NA,NA
"1005","BU06YYG #VAUXHALL ASTRA DESIGN CDTI A 97000 Miles #carsforsale #cars

Full Details - https://t.co/N8fERzg9TU https://t.co/OCoPi5HfQt",FALSE,0,NA,2016-09-01 21:21:26,FALSE,NA,"771457963496206336",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","NicolaGear",0,FALSE,FALSE,NA,NA
"1006","#live #life the GrEBo/PuNk RAbid way #girls #guns #SONGS #cars #FridayFeeling https://t.co/cdNxGyDtKv #blogshare https://t.co/yeA3cPZeNT",FALSE,2,NA,2016-09-01 21:21:12,FALSE,NA,"771457905916841984",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RAbidApparel",0,FALSE,FALSE,NA,NA
"1007","RT @Sam___Hurley: Enhancing Vehicle Safety With Cognitive Internet Of Things Technology https://t.co/Od7agatD33 [#iot #automotive]",FALSE,0,NA,2016-09-01 21:20:36,FALSE,NA,"771457753223090176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bhushandroid",3,TRUE,FALSE,NA,NA
"1008","Absolutely love my new car <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00BA><U+0097>",FALSE,0,NA,2016-09-01 21:19:01,FALSE,NA,"771457357809418240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stacyykinss",0,FALSE,FALSE,NA,NA
"1009","Keep your car cleaner for longer. https://t.co/7EsXxEibk1

#Car #Automotive #drive https://t.co/ESSEdlVKKb",FALSE,2,NA,2016-09-01 21:18:02,FALSE,NA,"771457108768350209",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","WrapStyleUK",0,FALSE,FALSE,NA,NA
"1010","UBC engineer creates valve that will reduce vehicle emissions - The Daily Courier (subscription) https://t.co/P9EvzFoPV2 #cars #pollution",FALSE,0,NA,2016-09-01 21:17:42,FALSE,NA,"771457023619715072",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","EcoVehicleExch",0,FALSE,FALSE,NA,NA
"1011","#e30 love at #cruiseherts tonight #cars #carsofinstagam #bmw #m3 #m5 #beemer #bimma bmwm… https://t.co/EQ9uFQDXle",FALSE,0,NA,2016-09-01 21:17:24,FALSE,NA,"771456948336197632",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Berko_runner",0,FALSE,FALSE,"-0.20164635","51.98335162"
"1012","RT @OSVMotoringNews: Can I Buy My Car at the End of my Finance Agreement?

https://t.co/vwTxDNpfGC

#Finance #CarLeasing #Leasing #NewCar #…",FALSE,0,NA,2016-09-01 21:16:58,FALSE,NA,"771456842912395264",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","UKCarLease",1,TRUE,FALSE,NA,NA
"1013","eBay: Beautiful Mk2 Jaguar Long MOT No advisories https://t.co/xb0z5nnFAd #classiccars #cars https://t.co/HJnS4R8pXQ https://t.co/IERMy0rSbd",FALSE,2,NA,2016-09-01 21:16:21,FALSE,NA,"771456684917035010",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","UKClassicCars",0,FALSE,FALSE,NA,NA
"1014","GJ06BAO #LAND ROVER RANGEROVER V8 VOGUE AUTO 146000 Miles #carsforsale #cars

Full Details… https://t.co/3ZFZU3ASWq https://t.co/xamjWuCjav",FALSE,0,NA,2016-09-01 21:15:56,FALSE,NA,"771456579132588032",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","NicolaGear",0,FALSE,FALSE,NA,NA
"1015","#3Dscanning team at #Silverstone #scanning performance #automotive as part of #optimisation project support @PESPerformance @UKmfg #ukmfg",FALSE,1,NA,2016-09-01 21:15:12,FALSE,NA,"771456396302946305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PES_Scanning",1,FALSE,FALSE,NA,NA
"1016","RT @liveshq: Our new car stickers for our responders being unveiled this evening. #minutesmatter #timetosharethesecret https://t.co/iPAhWZx…",FALSE,0,NA,2016-09-01 21:15:10,FALSE,NA,"771456386400215041",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","tricky_spence",6,TRUE,FALSE,NA,NA
"1017","#3Dscanning team at #Silverstone #scanning performance #automotive as part of #optimisation project support @PESPerformance @Southyorksbiz",FALSE,0,NA,2016-09-01 21:14:44,FALSE,NA,"771456277230850048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PES_Scanning",0,FALSE,FALSE,NA,NA
"1018","#3Dscanning team at #Silverstone #scanning performance #automotive as part of #optimisation project support @PESPerformance @Sheffieldis",FALSE,1,NA,2016-09-01 21:14:24,FALSE,NA,"771456196385439744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PES_Scanning",1,FALSE,FALSE,NA,NA
"1019","#3Dscanning team at #Silverstone #scanning performance #automotive as part of #optimisation project support @PESPerformance @Rotherhamis",FALSE,1,NA,2016-09-01 21:14:06,FALSE,NA,"771456117767544832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PES_Scanning",1,FALSE,FALSE,NA,NA
"1020","Passers-by use #sledgehammer to #rescue #baby #locked in #sweltering #car - The Telegraph https://t.co/r3sOorchb9",FALSE,1,NA,2016-09-01 21:13:38,FALSE,NA,"771456000792600576",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Will_Downing",0,FALSE,FALSE,NA,NA
"1021","Can I Buy My Car at the End of my Finance Agreement?

https://t.co/vwTxDNpfGC

#Finance #CarLeasing #Leasing #NewCar #Cars #CarAdvice",FALSE,1,NA,2016-09-01 21:13:23,FALSE,NA,"771455940621176832",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","OSVMotoringNews",1,FALSE,FALSE,NA,NA
"1022","RT @the_full_ponty: I have a new car.
It's in ""Sheff Wed blue"".
It was overpriced, makes a constant moaning sound &amp; is fucking massive.
Own…",FALSE,0,NA,2016-09-01 21:13:23,FALSE,NA,"771455939958407168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nicktallant",3,TRUE,FALSE,NA,NA
"1023","OFFERS WANTED - GJ06BAO #LAND ROVER RANGEROVER V8 VOGUE AUTO 146000 Miles #carsforsale #cars

VIEW - … https://t.co/dWKIw9HdaP",FALSE,0,NA,2016-09-01 21:12:57,FALSE,NA,"771455828050243585",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","dealerbid",0,FALSE,FALSE,NA,NA
"1024","OFFERS WANTED - EN02KSZ #RENAULT CLIO DYNAMIQUE 16V 58000 Miles #carsforsale #cars

VIEW - https://t.co/LcbQlQKo5A… https://t.co/cXDmgcMASJ",FALSE,1,NA,2016-09-01 21:12:48,FALSE,NA,"771455794135048192",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","dealerbid",0,FALSE,FALSE,NA,NA
"1025","Day 3 on my @VADundee #roadtrip in #Caithness...a #stunning landscape of #energy https://t.co/IRGeeT7Z1v",FALSE,1,NA,2016-09-01 21:12:20,FALSE,NA,"771455674769375232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","V_Maxwell",0,FALSE,FALSE,NA,NA
"1026","Land Rover causes major excitement with new car launch https://t.co/YWlZ1o1QbM",FALSE,1,NA,2016-09-01 21:10:47,FALSE,NA,"771455282815897607",NA,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>","Colins814",0,FALSE,FALSE,NA,NA
"1027","<U+2728><ed><U+00A0><U+00BD><ed><U+00B8><U+008E>Let's chillout together. Nothing but good vibes here #liveme~#cars #mods #chong #chills Lee Donaldson’s #onairnow https://t.co/vnDQ9wdQ7O",FALSE,1,NA,2016-09-01 21:09:59,FALSE,NA,"771455083875803136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lee_J_Donaldson",0,FALSE,FALSE,NA,NA
"1028","RT @tartanjourney: #roadtrip #rosehallestate yesterday, where #cocochanel @CHANEL once resided #initial twin @tartandesigner #highlands htt…",FALSE,0,NA,2016-09-01 21:09:47,FALSE,NA,"771455034261405697",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ClanceMo12",7,TRUE,FALSE,NA,NA
"1029","RT @TheDarkStormy1: Welcome little reminder tonight that power, speed and grip needn't necessarily define a great driver's car #cars 1/2 ht…",FALSE,0,NA,2016-09-01 21:09:30,FALSE,NA,"771454960403963905",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Stuart_Carter",14,TRUE,FALSE,NA,NA
"1030","RT @tartanjourney: #roadtrip #rosehallestate yesterday, where #cocochanel @CHANEL once resided #initial twin @tartandesigner #highlands htt…",FALSE,0,NA,2016-09-01 21:09:27,FALSE,NA,"771454951176466433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sassenach1973",7,TRUE,FALSE,NA,NA
"1031","I need someone to buy me a new car cos I can't save up for a new one when I'm so arsed by wales away <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>",FALSE,2,NA,2016-09-01 21:08:33,FALSE,NA,"771454722322595841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sophwales58",0,FALSE,FALSE,NA,NA
"1032","Jaguar XJS Classic #jaguar #jaguarxjs #classicjaguar #classicjag #jag #classiccar #cars… https://t.co/ihdoCSqQAK",FALSE,0,NA,2016-09-01 21:07:18,FALSE,NA,"771454408009842688",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","nostalgicautos",0,FALSE,FALSE,"-0.2195259","51.47952254"
"1033","eBay: Morris Mini Moke https://t.co/qUX08MseIC #classiccars #cars https://t.co/HJnS4R8pXQ https://t.co/LCBBUnPMzw",FALSE,2,NA,2016-09-01 21:06:21,FALSE,NA,"771454167822901249",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","UKClassicCars",0,FALSE,FALSE,NA,NA
"1034","Parents picked up their new car today, and my nephew took the opportunity to pick me up catalogues for cars...hint? https://t.co/prcQaPoR4B",FALSE,0,NA,2016-09-01 21:03:47,FALSE,NA,"771453525033422848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Underwood_Dan",0,FALSE,FALSE,NA,NA
"1035","Made it! 1st day of our #RoadTrip and its #saumur room with a view &amp; what a pretty town! https://t.co/CwsnQj1PZT",FALSE,5,NA,2016-09-01 21:02:47,FALSE,NA,"771453273450610688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angus_macnab",0,FALSE,FALSE,NA,NA
"1036","RT @the_full_ponty: I have a new car.
It's in ""Sheff Wed blue"".
It was overpriced, makes a constant moaning sound &amp; is fucking massive.
Own…",FALSE,0,NA,2016-09-01 21:02:47,FALSE,NA,"771453271059861505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","exley_chris",3,TRUE,FALSE,NA,NA
"1037","OFFERS WANTED - KV09JUY #PEUGEOT 308 S 120 67500 Miles #carsforsale #cars

VIEW - https://t.co/vpvmWjBxQW #cars #c… https://t.co/NsLbKrBj3R",FALSE,0,NA,2016-09-01 21:02:07,FALSE,NA,"771453102436257794",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","dealerbid",0,FALSE,FALSE,NA,NA
"1038","We embark on the North Coast 500 route to discover hidden gems. #roadtrip

https://t.co/suf5MZ261x https://t.co/1DX0TOpVoG",FALSE,6,NA,2016-09-01 21:00:23,FALSE,NA,"771452668111912961",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","TrakkeBasecamp",0,FALSE,FALSE,NA,NA
"1039","Usual suspect cancelled #driving lesson #again.....#pissmeoff big time <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0>",FALSE,1,NA,2016-09-01 21:00:20,FALSE,NA,"771452654820130818",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hrcforever",0,FALSE,FALSE,NA,NA
"1040","#girls #guns #guitars &amp; #cars ""its all the same to me"" read about the #lifestyle of RAbid @ https://t.co/cdNxGylSlV https://t.co/hj6NtHZG4o",FALSE,2,NA,2016-09-01 21:00:16,FALSE,NA,"771452636188991488",NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","RAbidApparel",0,FALSE,FALSE,NA,NA
"1041","How to build a race car – 3/6 -  #cars #onlymotors #topgear https://t.co/azkfUUQvKy",FALSE,0,NA,2016-09-01 21:00:08,FALSE,NA,"771452603645456384",NA,"<a href=""http://www.leavingworkbehind.com"" rel=""nofollow"">Evergreen Post Tweeter</a>","onlymotors",0,FALSE,FALSE,NA,NA
"1042","Automotive News: Skoda Kodiaq SUV to start from £22,500: 

Skoda has revealed its long-awai... https://t.co/xkGxJioNj0 #mtec #automotive",FALSE,0,NA,2016-09-01 20:59:23,FALSE,NA,"771452416533245952",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","MTecRec",0,FALSE,FALSE,NA,NA
"1043","RT @RSdriver00: Wife's new car arrived today. First time we've owned a car that's older than us...... https://t.co/SyGMEo2EY2",FALSE,0,NA,2016-09-01 20:58:03,FALSE,NA,"771452078950604801",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DentonRobert",12,TRUE,FALSE,NA,NA
"1044","RT @tartanjourney: #roadtrip #rosehallestate yesterday, where #cocochanel @CHANEL once resided #initial twin @tartandesigner #highlands htt…",FALSE,0,NA,2016-09-01 20:56:40,FALSE,NA,"771451732337446912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NancyBinCO",7,TRUE,FALSE,NA,NA
"1045","RT @UKClassicCars: eBay: 1959 MGA Roadster original, corrosion free… https://t.co/vBy6S26oWB #classiccars #cars https://t.co/HJnS4R8pXQ htt…",FALSE,0,NA,2016-09-01 20:56:09,FALSE,NA,"771451600388837376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daviddisierecar",1,TRUE,FALSE,NA,NA
"1046","Mum got a brand new car today and still cried over her old one being taken away",FALSE,0,NA,2016-09-01 20:55:49,FALSE,NA,"771451516498612224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emilygee1469",0,FALSE,FALSE,NA,NA
"1047","Love the lights in my new car <ed><U+00AE><U+00B8><ed><U+00BC><U+00A7><ed><U+00AE><U+00B8><ed><U+00BC><U+00A7><ed><U+00AE><U+00B8><ed><U+00BC><U+00A7> https://t.co/OEzBEzBsNL",FALSE,0,NA,2016-09-01 20:54:02,FALSE,NA,"771451068505022465",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MickeyMB1",0,FALSE,FALSE,NA,NA
"1048","#roadtrip #Switzerland #madeit long ass journey. https://t.co/9mvZINAiz8",FALSE,0,NA,2016-09-01 20:53:47,FALSE,NA,"771451005313568768",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","skogle",0,FALSE,FALSE,NA,NA
"1049","RT @PagesofTools: Polishing Buffing Set&gt;https://t.co/IXUpqzbOb0 #cars #boats #trains #Aircraft #Atsocialmedia #FlockBN #SNRTG #Ukbiz https:…",FALSE,0,NA,2016-09-01 20:53:21,FALSE,NA,"771450896807067649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TwittManagerUK",10,TRUE,FALSE,NA,NA
"1050","Looking to Buy a New Car? Find out How do we do it? https://t.co/bLX0As0MmB",FALSE,0,NA,2016-09-01 20:53:01,FALSE,NA,"771450814342819841",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","fleethubltd",0,FALSE,FALSE,NA,NA
